term	sentiment
uncomfortable	-0.502339167
uncomfortably	-0.450038889
uncompromising	-0.03726
unconcerned	-0.0927625
unconfirmed	-0.097476667
uncontrollable	-0.452245556
uncontrollably	-0.203751111
unconventional	0.135096667
unconventionally	0.089
unconvinced	-0.316915833
unconvincing	-0.469182222
unconvincingly	-0.302912222
uncouth	-0.395725556
undamaged	0.197897778
undaunted	0.384312222
undecided	-0.201743333
undependable	-0.502652222
underdeveloped	-0.173441111
underestimate	-0.218257778
undermine	-0.283333333
understand	-0.028940145
understandable	0.288201111
understandably	0.285137778
understanding	0.466432222
undeserving	-0.413312222
undesirable	-0.398158333
undignified	-0.416055556
undo	-0.027833333
undone	-0.341304444
undying	0.079053333
uneasily	-0.288888889
uneasiness	-0.309621111
uneasy	-0.369478333
uneducated	-0.416374444
unemployment	-0.389010833
unequal	-0.377085556
unequaled	0.414975556
unethical	-0.591324167
uneven	-0.209977778
unevenly	-0.245832222
unexceptional	-0.235534444
unexplained	-0.225624444
unfair	-0.476796667
unfairly	-0.302912222
unfaithful	-0.590338889
unfaithfulness	-0.254837778
unfamiliar	-0.299244444
unfavorable	-0.559928889
unfavorably	-0.361618889
unfeeling	-0.457222222
unfinished	-0.231804444
unfit	-0.400164444
unforgettable	0.630885556
unforgivable	-0.768818889
unforgiving	-0.628368889
unfortunate	-0.380167778
unfortunately	-0.487502222
unfriendly	-0.571272222
unfulfilled	-0.451886667
ungrateful	-0.550292222
unhappily	-0.551972222
unhappiness	-0.519554444
unhappy	-0.615481667
unhealthy	-0.558104167
unheard	-0.125686667
unholy	-0.483135556
unhurried	-0.072178889
unimaginative	-0.453218889
unimportant	-0.336778889
unimpressed	-0.2973125
unimpressive	-0.441992222
uninspired	-0.317324444
unintelligent	-0.36115
unintended	-0.180293333
uninterested	-0.310901111
uninteresting	-0.378735556
uninvited	-0.312657778
unique	0.631638889
uniquely	0.288888889
uniqueness	0.218053333
united	0.04744
unity	0.481195556
universal	0.311111111
universally	0.066666667
unjust	-0.480161667
unjustifiable	-0.477722222
unjustly	-0.314862222
unkempt	-0.371357778
unkind	-0.624588889
unknown	-0.074293333
unlawful	-0.483612222
unlimited	0.439048889
unloved	-0.382212222
unmatched	0.510924167
unmotivated	-0.2
unnatural	-0.207297778
unnecessarily	-0.224792222
unnecessary	-0.329388889
unnerve	-0.191801111
unnerving	-0.260908889
unorthodox	0.08292
unparalleled	0.456998889
unpleasant	-0.639658889
unpleasantly	-0.488292222
unpleasantness	-0.445554444
unpopular	-0.528192222
unprecedented	0.133333333
unpredictable	-0.090417778
unprepared	-0.509162222
unpretentious	0.335058889
unprofessional	-0.545285556
unprofitable	-0.418638889
unqualified	-0.416788889
unravel	-0.177777778
unready	-0.264214444
unrealistic	-0.404952222
unrealistically	-0.236245556
unreasonable	-0.384348889
unreasonably	-0.401085556
unrefined	-0.378931111
unrelenting	-0.475082222
unreliable	-0.458935556
unrest	-0.494108889
unrestricted	0.014416667
unruly	-0.423942222
unsafe	-0.536395556
unsatisfactory	-0.469182222
unsatisfied	-0.437221111
unsavory	-0.508782222
unscathed	0.151121111
unscrupulous	-0.575182222
unsettled	-0.342768889
unsightly	-0.440861111
unskilled	-0.418558889
unsophisticated	-0.368506667
unsound	-0.389565556
unstable	-0.566486667
unsteadiness	-0.299151111
unsteady	-0.234497778
unstoppable	0.212753333
unsuccessful	-0.518598889
unsuccessfully	-0.382212222
unsupported	-0.40678
unsure	-0.274650833
unsuspecting	-0.340127778
unsympathetic	-0.641865556
untenable	-0.358071111
unthinkable	-0.576918889
untimely	-0.300607778
untouched	0.088243333
untrue	-0.484932222
untruth	-0.288888889
untruthful	-0.485305556
unusual	0.136513333
unusually	0.066666667
unwanted	-0.499546667
unwarranted	-0.408377778
unwelcome	-0.495868889
unwilling	-0.390027778
unwillingly	-0.271101111
unwillingness	-0.358071111
unwise	-0.448705556
unwisely	-0.485305556
unworthy	-0.504739167
up	-0.009737448
up-and-coming	0.260603333
upbeat	0.666185556
upcoming	0.377777778
upgrade	0.345877778
uphill	-0.177777778
uplift	0.244444444
uplifting	0.422222222
uproar	-0.403848889
uproariously	0.474865556
uproot	-0.177777778
upset	-0.484213333
upsetting	-0.473453333
upstage	-0.177777778
uptight	-0.366666667
urban	0.066666667
urgent	-0.177777778
usable	0.224634444
use	0.001863713
useable	0.219594444
used	-0.004131017
useful	0.316666667
usefully	0.341532222
usefulness	0.344961667
useless	-0.618996667
uselessness	-0.363508889
user-friendly	0.281441111
usual	0.11935
usually	-0.018303091
usurp	-0.477895556
usurper	-0.422222222
vacuous	-0.153654444
vacuously	-0.355555556
vagrant	-0.244444444
vague	-0.328118333
vaguely	-0.133333333
vagueness	-0.274114444
vain	-0.503375556
vainly	-0.355555556
valiant	0.461664444
valiantly	0.481642222
valid	0.256727778
validate	0.066666667
validity	0.201144444
valor	0.459645556
valuable	0.422222222
value	0.341717778
vandalize	-0.355555556
variable	-0.066666667
variety	0.171636667
vast	0.239301111
vastly	-0.014023333
vastness	0.12727
venerable	0.432932222
venerate	0.339091111
vengeful	-0.729148889
venom	-0.603002222
venomous	-0.714285556
vent	-0.032949139
verdict	-0.066666667
vernacular	-0.066666667
versatile	0.518175556
versatility	0.481642222
vested	0.10736
vex	-0.253104444
vexation	-0.357638333
viability	0.154026667
viable	0.434418889
vibrant	0.657964167
vice	-0.467635556
vicious	-0.665441667
viciously	-0.502912222
viciousness	-0.374292222
victim	-0.607166667
victimize	-0.487045556
victory	0.571005556
video	-0.003957101
vigilant	0.373897778
vigorous	0.202703333
vigorously	0.192753333
vile	-0.681811667
vileness	-0.581368889
vilify	-0.448878889
villain	-0.510412222
vindicate	0.333333333
vindictive	-0.563922222
vindictiveness	-0.430175556
violate	-0.507461667
violation	-0.571478889
violence	-0.568381667
violent	-0.578594167
violently	-0.314862222
viper	-0.273791111
virginal	0.066666667
virtue	0.515325556
virtuoso	0.728766667
virtuous	0.528909167
virulence	-0.433132222
virulent	-0.524136667
virus	-0.587367778
vision	0.445908889
visionary	0.6503325
vital	0.153936667
vitality	0.500479167
vitally	0.218471111
vitamin	0.066666667
vitriolic	-0.448225556
vivacious	0.504318333
vivid	0.551335556
vividly	0.363754444
vocal	-0.066666667
vociferous	-0.291404444
void	-0.177777778
volatility	-0.303532222
vomit	-0.377777778
vulgar	-0.563322222
vulgarity	-0.263181111
vulnerability	-0.389767778
vulnerable	-0.377983333
wacky	0.14208
wail	-0.435461111
wake	-0.003444267
walk	-0.009212137
walkout	-0.244444444
wallow	-0.287464444
wane	-0.177777778
wannabe	-0.455724444
want	0.010227701
wanting	-0.017103809
war	-0.366666667
warfare	-0.355555556
warm	0.334273333
warmhearted	0.345162222
warmly	0.365758889
warmth	0.433363333
warn	-0.14868
warning	-0.378350833
warp	-0.177777778
wary	-0.258927778
waste	-0.316666667
wasted	-0.362884444
wastefulness	-0.287577778
way	-0.001997053
wayward	-0.225375556
weak	-0.494639167
weaken	-0.381014444
weakly	-0.355555556
weakness	-0.404700833
wealth	0.603682222
wealthy	0.457525556
weariness	-0.243847778
wearisome	-0.488292222
weary	-0.342005833
week	0.01299643
weep	-0.418614444
weeping	-0.244444444
weight	0.035258106
weird	-0.017601222
weirdly	-0.137084444
weirdness	-0.179254444
weirdo	-0.296721111
welcome	0.416666667
welfare	-0.03358
well	0.027608421
well-bred	0.543775556
well-defined	0.563745556
well-done	0.488888889
well-informed	0.329582222
well-intentioned	0.377888889
went	0.013396629
whatever	0.021843571
whenever	0.006144559
whimsical	0.183333333
whimsically	0.329582222
whine	-0.177777778
whiny	-0.395647778
whip	-0.177777778
whiplash	-0.466137778
whitewash	-0.347197778
whole	0.008297786
wholesome	0.454185556
whore	-0.78747
why	-0.01858738
wicked	-0.660134167
wickedly	-0.650038889
wickedness	-0.521195556
wild	-0.103677778
wildly	-0.144574444
willing	0.177777778
willingly	0.341532222
willingness	0.311060833
wilt	-0.363594444
wily	-0.225757778
wimp	-0.568678889
win	0.4170125
wince	-0.249087778
winded	-0.177777778
winner	0.730082222
winning	0.470152222
wisdom	0.664242222
wise	0.422222222
wisely	0.481642222
wish	0.030651757
wishy-washy	-0.366611111
wistful	-0.1502
wistfully	-0.014023333
wit	0.561478889
with	0.013122328
withdrawal	-0.371111111
without	-0.009329575
wittily	0.363754444
witty	0.616268889
wobbly	-0.311111111
woe	-0.545058889
woebegone	-0.504565556
woeful	-0.621601667
woefully	-0.620835556
woman	0.036207647
womanize	-0.227834444
won	0.466666667
wonder	0.632642222
wonderful	0.775519167
wonderfully	0.606218889
wondrous	0.798583333
wondrously	0.606218889
woo	0.300146667
wooden	-0.107746667
woodenly	-0.244444444
woody	-0.133333333
word	-0.02385723
work	8.91E-05
workable	0.237197778
worked	0.00970738
working	0.023256915
workmanlike	0.365997778
world	0.007351155
worn	-0.306634444
worry	-0.041481757
worse	-0.053717062
worsen	-0.516219167
worst	-0.044373602
worth	0.010074982
worthless	-0.654839167
worthwhile	0.563595556
worthy	0.554989167
would	0.004649539
would-be	-0.08069
wound	-0.288888889
wow	0.502614167
wrath	-0.462051111
wrathful	-0.488292222
wreak	-0.311111111
wreck	-0.628216667
wretched	-0.749012222
wretchedness	-0.507625556
writhe	-0.244444444
writing	-0.027519362
wrong	-0.026377141
wrongful	-0.511788889
wrongfully	-0.302912222
wrongly	-0.389275556
wry	-0.070591111
wryly	0.008198889
yawn	-0.177777778
yeah	0.177777778
year	-0.003384223
yearn	0.021616667
yearning	0.036996667
yell	-0.177777778
yes	0.11931
yet	0.00185968
you	0.034297301
young	0.005921607
youthful	0.498701667
yucky	-0.477388889
yummy	0.627692222
zany	0.343617778
zealot	-0.25
zealous	0.316891111
zenith	0.377777778
zest	0.2
zombie	-0.177777778
